Location,Samp_No,SampleDate_txt,SampleTime,Matrix,SampleMedia,Activity,Analytical_Method,CAS_NO,Analyte,Result_Units,Reporting_Limit,Validation_Level,Result_Final_Txt,Result_Qualifier_Final,RL_Comparison
ST-07,EPD-ST-07-01-020923,2/9/2023,21:41,Air,Sorbent Tube,Air,Rohm & Haas IH9805,103-11-7,2-Ethylhexyl acrylate,PPB,2800,NV,<2800,U,No
ST-07,EPD-ST-07-01-020923,2/9/2023,21:41,Air,Sorbent Tube,Air,Rohm & Haas IH9805,141-32-2,n-Butyl acrylate,PPB,1300,NV,<1300,U,No
ST-07,EPD-ST-07-01-021023,2/10/2023,16:56,Air,Sorbent Tube,Air,Rohm & Haas IH9805,103-11-7,2-Ethylhexyl acrylate,PPB,2800,NV,<2800,U,No
ST-07,EPD-ST-07-01-021023,2/10/2023,16:56,Air,Sorbent Tube,Air,Rohm & Haas IH9805,141-32-2,n-Butyl acrylate,PPB,1300,NV,<1300,U,No
ST-07,EPD-ST-07-01-021123,2/11/2023,19:46,Air,Sorbent Tube,Air,Rohm & Haas IH9805,103-11-7,2-Ethylhexyl acrylate,PPB,2800,NV,<2800,U,No
ST-07,EPD-ST-07-01-021123,2/11/2023,19:46,Air,Sorbent Tube,Air,Rohm & Haas IH9805,141-32-2,n-Butyl acrylate,PPB,1300,NV,<1300,U,No
ST-08,EPD-ST-08-01-021023,2/10/2023,16:48,Air,Sorbent Tube,Air,Rohm & Haas IH9805,103-11-7,2-Ethylhexyl acrylate,PPB,2800,NV,<2800,U,No
ST-08,EPD-ST-08-01-021023,2/10/2023,16:48,Air,Sorbent Tube,Air,Rohm & Haas IH9805,141-32-2,n-Butyl acrylate,PPB,1300,NV,<1300,U,No
ST-08,EPD-ST-08-01-021123,2/11/2023,20:07,Air,Sorbent Tube,Air,Rohm & Haas IH9805,103-11-7,2-Ethylhexyl acrylate,PPB,2800,NV,<2800,U,No
ST-08,EPD-ST-08-01-021123,2/11/2023,20:07,Air,Sorbent Tube,Air,Rohm & Haas IH9805,141-32-2,n-Butyl acrylate,PPB,1300,NV,<1300,U,No
ST-09,EPD-ST-09-01-021023,2/10/2023,20:41,Air,Sorbent Tube,Air,Rohm & Haas IH9805,103-11-7,2-Ethylhexyl acrylate,PPB,2800,NV,<2800,U,No
ST-09,EPD-ST-09-01-021023,2/10/2023,20:41,Air,Sorbent Tube,Air,Rohm & Haas IH9805,141-32-2,n-Butyl acrylate,PPB,1300,NV,<1300,U,No
ST-09,EPD-ST-09-01-021223,2/12/2023,14:34,Air,Sorbent Tube,Air,Rohm & Haas IH9805,103-11-7,2-Ethylhexyl acrylate,PPB,2800,NV,<2800,U,No
ST-09,EPD-ST-09-01-021223,2/12/2023,14:34,Air,Sorbent Tube,Air,Rohm & Haas IH9805,141-32-2,n-Butyl acrylate,PPB,1300,NV,<1300,U,No
ST-10,EPD-ST-10-01-021023,2/10/2023,17:03,Air,Sorbent Tube,Air,Rohm & Haas IH9805,103-11-7,2-Ethylhexyl acrylate,PPB,2800,NV,<2800,U,No
ST-10,EPD-ST-10-01-021023,2/10/2023,17:03,Air,Sorbent Tube,Air,Rohm & Haas IH9805,141-32-2,n-Butyl acrylate,PPB,1300,NV,<1300,U,No
ST-10,EPD-ST-10-01-021123,2/11/2023,20:15,Air,Sorbent Tube,Air,Rohm & Haas IH9805,103-11-7,2-Ethylhexyl acrylate,PPB,2800,NV,<2800,U,No
ST-10,EPD-ST-10-01-021123,2/11/2023,20:15,Air,Sorbent Tube,Air,Rohm & Haas IH9805,141-32-2,n-Butyl acrylate,PPB,1300,NV,<1300,U,No
ST-11,EPD-ST-11-01-021023,2/10/2023,21:00,Air,Sorbent Tube,Air,Rohm & Haas IH9805,103-11-7,2-Ethylhexyl acrylate,PPB,2800,NV,<2800,U,No
ST-11,EPD-ST-11-01-021023,2/10/2023,21:00,Air,Sorbent Tube,Air,Rohm & Haas IH9805,141-32-2,n-Butyl acrylate,PPB,1300,NV,<1300,U,No
ST-11,EPD-ST-11-01-021123,2/11/2023,23:01,Air,Sorbent Tube,Air,Rohm & Haas IH9805,103-11-7,2-Ethylhexyl acrylate,PPB,2800,NV,<2800,U,No
ST-11,EPD-ST-11-01-021123,2/11/2023,23:01,Air,Sorbent Tube,Air,Rohm & Haas IH9805,141-32-2,n-Butyl acrylate,PPB,1300,NV,<1300,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,75-71-8,Dichlorodifluoromethane (CFC 12),ug/m3,0.07,Prelim,2.6,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,74-87-3,Chloromethane,ug/m3,0.07,Prelim,0.52,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,75-01-4,Vinyl Chloride,ug/m3,0.035,Prelim,6.1,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,106-99-0,"1,3-Butadiene",ug/m3,0.07,Prelim,0.38,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,74-83-9,Bromomethane,ug/m3,0.035,Prelim,<0.035,J,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,75-00-3,Chloroethane,ug/m3,0.035,Prelim,<0.035,J,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,107-02-8,Acrolein,ug/m3,0.28,Prelim,0.36,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,67-64-1,Acetone,ug/m3,3.5,Prelim,5.1,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,75-69-4,Trichlorofluoromethane,ug/m3,0.07,Prelim,1.3,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,75-35-4,"1,1-Dichloroethene",ug/m3,0.035,Prelim,<0.035,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,75-09-2,Methylene chloride,ug/m3,0.14,Prelim,0.34,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,76-13-1,"1,1,2-Trichlorotrifluoroethane",ug/m3,0.035,Prelim,0.48,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,156-60-5,"trans-1,2-Dichloroethene",ug/m3,0.035,Prelim,<0.035,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,75-34-3,"1,1-Dichloroethane",ug/m3,0.035,Prelim,<0.035,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,1634-04-4,Methyl tert-butyl ether,ug/m3,0.035,Prelim,<0.035,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,156-59-2,"cis-1,2-Dichloroethene",ug/m3,0.035,Prelim,<0.035,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,67-66-3,Chloroform,ug/m3,0.14,Prelim,<0.14,J,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,107-06-2,"1,2-Dichloroethane",ug/m3,0.035,Prelim,0.072,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,71-55-6,"1,1,1-Trichloroethane",ug/m3,0.035,Prelim,<0.035,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,71-43-2,Benzene,ug/m3,0.11,Prelim,2.1,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,56-23-5,Carbon Tetrachloride,ug/m3,0.035,Prelim,0.47,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,78-87-5,"1,2-Dichloropropane",ug/m3,0.035,Prelim,<0.035,J,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,75-27-4,Bromodichloromethane,ug/m3,0.035,Prelim,<0.035,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,79-01-6,Trichloroethene,ug/m3,0.035,Prelim,<0.035,J,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,123-91-1,"1,4-Dioxane",ug/m3,0.14,Prelim,<0.14,J,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,10061-01-5,"cis-1,3-Dichloropropene",ug/m3,0.07,Prelim,<0.07,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,10061-02-6,"trans-1,3-Dichloropropene",ug/m3,0.07,Prelim,<0.07,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,79-00-5,"1,1,2-Trichloroethane",ug/m3,0.14,Prelim,<0.14,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,108-88-3,Toluene,ug/m3,0.14,Prelim,2.8,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,124-48-1,Dibromochloromethane,ug/m3,0.035,Prelim,<0.035,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,106-93-4,"1,2-Dibromoethane",ug/m3,0.035,Prelim,<0.035,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,127-18-4,Tetrachloroethene,ug/m3,0.035,Prelim,0.11,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,108-90-7,Chlorobenzene,ug/m3,0.14,Prelim,<0.14,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,100-41-4,Ethylbenzene,ug/m3,0.14,Prelim,0.46,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,179601-23-1,"m,p-Xylenes",ug/m3,0.14,Prelim,1.9,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,100-42-5,Styrene,ug/m3,0.14,Prelim,0.14,J,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,95-47-6,o-Xylene,ug/m3,0.14,Prelim,0.67,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,79-34-5,"1,1,2,2-Tetrachloroethane",ug/m3,0.035,Prelim,<0.035,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,108-67-8,"1,3,5-Trimethylbenzene",ug/m3,0.14,Prelim,0.23,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,95-63-6,"1,2,4-Trimethylbenzene",ug/m3,0.14,Prelim,0.84,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,541-73-1,"1,3-Dichlorobenzene",ug/m3,0.035,Prelim,<0.035,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,106-46-7,"1,4-Dichlorobenzene",ug/m3,0.035,Prelim,0.25,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,95-50-1,"1,2-Dichlorobenzene",ug/m3,0.035,Prelim,<0.035,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,96-12-8,"1,2-Dibromo 3-Chloropropane",ug/m3,0.14,Prelim,<0.14,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,120-82-1,"1,2,4-Trichlorobenzene",ug/m3,0.07,Prelim,<0.07,U,No
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,91-20-3,Naphthalene,ug/m3,0.14,Prelim,0.23,,Yes
WA-01,EPD-WA-01-021423,2/14/2023,10:56,Air,Summa Canister,Air,TO-15 SIM,87-68-3,Hexachlorobutadiene,ug/m3,0.14,Prelim,<0.14,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,75-71-8,Dichlorodifluoromethane (CFC 12),ug/m3,0.072,Prelim,2.2,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,74-87-3,Chloromethane,ug/m3,0.072,Prelim,0.32,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,75-01-4,Vinyl Chloride,ug/m3,0.036,Prelim,<0.036,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,106-99-0,"1,3-Butadiene",ug/m3,0.072,Prelim,<0.072,J,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,74-83-9,Bromomethane,ug/m3,0.036,Prelim,<0.036,J,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,75-00-3,Chloroethane,ug/m3,0.036,Prelim,0.041,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,107-02-8,Acrolein,ug/m3,0.29,Prelim,0.29,,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,67-64-1,Acetone,ug/m3,3.6,Prelim,7.1,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,75-69-4,Trichlorofluoromethane,ug/m3,0.072,Prelim,1.1,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,75-35-4,"1,1-Dichloroethene",ug/m3,0.036,Prelim,<0.036,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,75-09-2,Methylene chloride,ug/m3,0.14,Prelim,0.28,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,76-13-1,"1,1,2-Trichlorotrifluoroethane",ug/m3,0.036,Prelim,0.44,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,156-60-5,"trans-1,2-Dichloroethene",ug/m3,0.036,Prelim,<0.036,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,75-34-3,"1,1-Dichloroethane",ug/m3,0.036,Prelim,<0.036,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,1634-04-4,Methyl tert-butyl ether,ug/m3,0.036,Prelim,<0.036,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,156-59-2,"cis-1,2-Dichloroethene",ug/m3,0.036,Prelim,<0.036,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,67-66-3,Chloroform,ug/m3,0.14,Prelim,<0.14,J,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,107-06-2,"1,2-Dichloroethane",ug/m3,0.036,Prelim,0.06,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,71-55-6,"1,1,1-Trichloroethane",ug/m3,0.036,Prelim,<0.036,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,71-43-2,Benzene,ug/m3,0.11,Prelim,0.65,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,108-88-3,Toluene,ug/m3,0.14,Prelim,1.5,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,124-48-1,Dibromochloromethane,ug/m3,0.036,Prelim,<0.036,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,106-93-4,"1,2-Dibromoethane",ug/m3,0.036,Prelim,<0.036,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,127-18-4,Tetrachloroethene,ug/m3,0.036,Prelim,0.27,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,108-90-7,Chlorobenzene,ug/m3,0.14,Prelim,<0.14,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,100-41-4,Ethylbenzene,ug/m3,0.14,Prelim,0.17,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,179601-23-1,"m,p-Xylenes",ug/m3,0.14,Prelim,0.63,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,100-42-5,Styrene,ug/m3,0.14,Prelim,<0.14,J,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,56-23-5,Carbon Tetrachloride,ug/m3,0.036,Prelim,0.41,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,78-87-5,"1,2-Dichloropropane",ug/m3,0.036,Prelim,<0.036,J,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,75-27-4,Bromodichloromethane,ug/m3,0.036,Prelim,<0.036,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,79-01-6,Trichloroethene,ug/m3,0.036,Prelim,<0.036,J,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,123-91-1,"1,4-Dioxane",ug/m3,0.14,Prelim,<0.14,J,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,10061-01-5,"cis-1,3-Dichloropropene",ug/m3,0.072,Prelim,<0.072,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,10061-02-6,"trans-1,3-Dichloropropene",ug/m3,0.072,Prelim,<0.072,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,79-00-5,"1,1,2-Trichloroethane",ug/m3,0.14,Prelim,<0.14,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,95-47-6,o-Xylene,ug/m3,0.14,Prelim,0.22,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,79-34-5,"1,1,2,2-Tetrachloroethane",ug/m3,0.036,Prelim,<0.036,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,108-67-8,"1,3,5-Trimethylbenzene",ug/m3,0.14,Prelim,<0.14,J,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,95-63-6,"1,2,4-Trimethylbenzene",ug/m3,0.14,Prelim,0.14,J,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,541-73-1,"1,3-Dichlorobenzene",ug/m3,0.036,Prelim,<0.036,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,106-46-7,"1,4-Dichlorobenzene",ug/m3,0.036,Prelim,0.2,,Yes
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,95-50-1,"1,2-Dichlorobenzene",ug/m3,0.036,Prelim,<0.036,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,96-12-8,"1,2-Dibromo 3-Chloropropane",ug/m3,0.14,Prelim,<0.14,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,120-82-1,"1,2,4-Trichlorobenzene",ug/m3,0.072,Prelim,<0.072,U,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,91-20-3,Naphthalene,ug/m3,0.14,Prelim,<0.14,J,No
WA-01,EPD-WA-01-021523,2/15/2023,10:27,Air,Summa Canister,Air,TO-15 SIM,87-68-3,Hexachlorobutadiene,ug/m3,0.14,Prelim,<0.14,U,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,75-71-8,Dichlorodifluoromethane (CFC 12),ug/m3,0.061,Prelim,2.3,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,74-87-3,Chloromethane,ug/m3,0.061,Prelim,0.37,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,75-01-4,Vinyl Chloride,ug/m3,0.031,Prelim,7.7,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,106-99-0,"1,3-Butadiene",ug/m3,0.061,Prelim,0.13,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,74-83-9,Bromomethane,ug/m3,0.031,Prelim,0.064,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,75-00-3,Chloroethane,ug/m3,0.031,Prelim,0.052,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,107-02-8,Acrolein,ug/m3,0.24,Prelim,0.43,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,67-64-1,Acetone,ug/m3,3.1,Prelim,7.4,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,75-69-4,Trichlorofluoromethane,ug/m3,0.061,Prelim,1.1,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,75-35-4,"1,1-Dichloroethene",ug/m3,0.031,Prelim,<0.031,U,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,75-09-2,Methylene chloride,ug/m3,0.12,Prelim,0.25,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,76-13-1,"1,1,2-Trichlorotrifluoroethane",ug/m3,0.031,Prelim,0.44,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,156-60-5,"trans-1,2-Dichloroethene",ug/m3,0.031,Prelim,<0.031,U,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,75-34-3,"1,1-Dichloroethane",ug/m3,0.031,Prelim,<0.031,U,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,1634-04-4,Methyl tert-butyl ether,ug/m3,0.031,Prelim,<0.031,U,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,156-59-2,"cis-1,2-Dichloroethene",ug/m3,0.031,Prelim,<0.031,U,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,67-66-3,Chloroform,ug/m3,0.12,Prelim,<0.12,J,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,107-06-2,"1,2-Dichloroethane",ug/m3,0.031,Prelim,0.06,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,71-55-6,"1,1,1-Trichloroethane",ug/m3,0.031,Prelim,<0.031,U,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,71-43-2,Benzene,ug/m3,0.092,Prelim,1.1,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,56-23-5,Carbon Tetrachloride,ug/m3,0.031,Prelim,0.4,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,78-87-5,"1,2-Dichloropropane",ug/m3,0.031,Prelim,<0.031,J,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,75-27-4,Bromodichloromethane,ug/m3,0.031,Prelim,<0.031,U,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,79-01-6,Trichloroethene,ug/m3,0.031,Prelim,<0.031,U,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,123-91-1,"1,4-Dioxane",ug/m3,0.12,Prelim,0.57,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,100-41-4,Ethylbenzene,ug/m3,0.12,Prelim,0.22,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,179601-23-1,"m,p-Xylenes",ug/m3,0.12,Prelim,0.9,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,100-42-5,Styrene,ug/m3,0.12,Prelim,<0.12,J,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,95-47-6,o-Xylene,ug/m3,0.12,Prelim,0.3,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,79-34-5,"1,1,2,2-Tetrachloroethane",ug/m3,0.031,Prelim,<0.031,U,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,108-67-8,"1,3,5-Trimethylbenzene",ug/m3,0.12,Prelim,<0.12,J,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,95-63-6,"1,2,4-Trimethylbenzene",ug/m3,0.12,Prelim,0.3,,Yes
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,541-73-1,"1,3-Dichlorobenzene",ug/m3,0.031,Prelim,<0.031,U,No
WA-01,EPD-WA-01-021623,2/16/2023,5:05,Air,Summa Canister,Air,TO-15 SIM,106-46-7,"1,4-Dichlorobenzene",ug/m3,0.031,Prelim,0.34,,Yes
